chr1	9274000	9323000	0.8447	HGDP00861
chr1	30017000	30103000	0.97902	HGDP00872
chr1	30173000	30200000	0.76585	HGDP00861
chr1	30214000	30264000	0.89521	HGDP00854
chr1	30523000	30704000	0.98647	HGDP00872
chr1	30736000	30784000	0.94546	HGDP00877
chr1	30809000	30828000	0.648	HGDP00870
chr1	47485000	47540000	0.86231	HGDP00869
chr1	47545000	47579000	0.85793	HGDP00875
chr1	57101000	57314000	0.98548	HGDP00870
chr1	57737000	57768000	0.83187	HGDP00861
chr1	60795000	60909000	0.97959	HGDP00875
chr1	61200000	61250000	0.96172	HGDP00872
chr1	61462000	61511000	0.85392	HGDP00854
chr1	61559000	61648000	0.95124	HGDP00875
chr1	147259000	147360000	0.93347	HGDP00871
chr1	167623000	167667000	0.91282	HGDP00875
chr1	192658000	192820000	0.98581	HGDP00864
chr1	214236000	214294000	0.86507	HGDP00870
chr1	234745000	234775000	0.89297	HGDP00865
chr1	234831000	234855000	0.60916	HGDP00857
chr1	234960000	234980000	0.8713	HGDP00861
chr1	236486000	236498000	0.76614	HGDP00875
chr1	238759000	238893000	0.95805	HGDP00871
chr1	240703000	240738000	0.91002	HGDP00854
chr10	2228000	2375000	0.93681	HGDP00869
chr10	6011000	6181000	0.93866	HGDP00875
chr10	7203000	7332000	0.9838	HGDP00877
chr10	7516000	7541000	0.80252	HGDP00875
chr10	8104000	8198000	0.96462	HGDP00854
chr10	8255000	8280000	0.70388	HGDP00856
chr10	10537000	10586000	0.83404	HGDP00876
chr10	13164000	13177000	0.85427	HGDP00875
chr10	13219000	13249000	0.91222	HGDP00864
chr10	17296000	17512000	0.95433	HGDP00873
chr10	19434000	19513000	0.95287	HGDP00855
chr10	28048000	28121000	0.92094	HGDP00871
chr10	43741000	43782000	0.87842	HGDP00860
chr10	52779000	52856000	0.95452	HGDP00872
chr10	55419000	55467000	0.93344	HGDP00860
chr10	61800000	61840000	0.94329	HGDP00863
chr10	62015000	62044000	0.90061	HGDP00876
chr10	71276000	71341000	0.97325	HGDP00871
chr10	89284000	89301000	0.6071	HGDP00862
chr10	95562000	95714000	0.97957	HGDP00861
chr10	112831000	112888000	0.89737	HGDP00857
chr10	112899000	113064000	0.94664	HGDP00857
chr11	408000	501000	0.87162	HGDP00854
chr11	2621000	2718000	0.98336	HGDP00873
chr11	2746000	2802000	0.80192	HGDP00861
chr11	5549000	5580000	0.75647	HGDP00865
chr11	21908000	22143000	0.94292	HGDP00857
chr11	36044000	36084000	0.89574	HGDP00872
chr11	36392000	36443000	0.96896	HGDP00865
chr11	68788000	68825000	0.90378	HGDP00877
chr11	96149000	96252000	0.95149	HGDP00869
chr11	102756000	102805000	0.88831	HGDP00870
chr11	110343000	110377000	0.89322	HGDP00875
chr11	114773000	114852000	0.97927	HGDP00876
chr11	115790000	115869000	0.88993	HGDP00872
chr11	120205000	120243000	0.78429	HGDP00877
chr11	120326000	120522000	0.97102	HGDP00854
chr11	130723000	130746000	0.84044	HGDP00871
chr11	132004000	132044000	0.95228	HGDP00871
chr11	134510000	134516000	0.62552	HGDP00862
chr12	187000	236000	0.94596	HGDP00856
chr12	416000	463000	0.65949	HGDP00854
chr12	24404000	24462000	0.923	HGDP00873
chr12	52256000	52291000	0.81407	HGDP00863
chr12	114222000	114250000	0.8087	HGDP00855
chr12	114408000	114445000	0.65606	HGDP00868
chr12	117140000	117198000	0.95648	HGDP00862
chr12	130127000	130145000	0.88232	HGDP00857
chr13	23400000	23620000	0.91314	HGDP00859
chr13	51689000	51774000	0.87493	HGDP00855
chr13	56105000	56131000	0.56411	HGDP00869
chr13	70979000	71152000	0.98657	HGDP00855
chr13	71219000	71276000	0.96052	HGDP00857
chr13	71398000	71410000	0.77497	HGDP00864
chr13	79219000	79233000	0.70775	HGDP00872
chr13	85795000	86063000	0.97767	HGDP00872
chr13	105902000	105930000	0.87467	HGDP00871
chr13	105953000	105999000	0.9248	HGDP00871
chr13	110998000	111067000	0.95452	HGDP00855
chr13	113143000	113191000	0.93203	HGDP00856
chr13	113256000	113336000	0.94506	HGDP00856
chr13	114040000	114339000	0.98884	HGDP00855
chr14	33566000	33659000	0.89372	HGDP00875
chr14	34134000	34222000	0.97861	HGDP00862
chr14	36092000	36207000	0.96645	HGDP00854
chr14	42283000	42315000	0.82107	HGDP00875
chr14	50890000	50931000	0.70323	HGDP00863
chr14	57839000	57938000	0.96644	HGDP00858
chr14	97980000	98285000	0.97827	HGDP00859
chr14	98298000	98340000	0.93814	HGDP00858
chr14	98445000	98530000	0.93149	HGDP00860
chr14	100765000	100775000	0.84013	HGDP00854
chr14	100794000	100865000	0.83982	HGDP00863
chr15	24734000	24812000	0.97499	HGDP00872
chr15	26670000	26708000	0.87394	HGDP00870
chr15	26916000	26944000	0.90036	HGDP00870
chr15	26966000	26987000	0.83512	HGDP00870
chr15	27054000	27062000	0.73496	HGDP00868
chr15	62853000	62925000	0.94118	HGDP00877
chr15	96583000	96616000	0.91431	HGDP00863
chr15	96664000	96724000	0.76738	HGDP00863
chr15	98215000	98280000	0.95209	HGDP00868
chr16	143000	171000	0.83031	HGDP00861
chr16	2525000	2550000	0.66595	HGDP00856
chr16	7995000	7999000	0.621	HGDP00870
chr16	17218000	17316000	0.95107	HGDP00868
chr16	19994000	20043000	0.93885	HGDP00876
