chr1	3115000	3143000	0.92675	HGDP00041
chr1	3428000	3481000	0.97928	HGDP00017
chr1	6197000	6359000	0.9411	HGDP00001
chr1	9259000	9291000	0.84206	HGDP00039
chr1	12582000	12626000	0.91521	HGDP00043
chr1	18813000	18873000	0.9347	HGDP00043
chr1	34914000	35169000	0.97408	HGDP00007
chr1	57749000	57768000	0.9216	HGDP00023
chr1	61571000	61652000	0.88941	HGDP00021
chr1	81432000	81467000	0.90907	HGDP00037
chr1	88199000	88232000	0.85423	HGDP00033
chr1	147258000	147371000	0.95187	HGDP00023
chr1	164941000	165119000	0.96696	HGDP00035
chr1	177322000	177456000	0.98006	HGDP00011
chr1	187881000	187924000	0.93226	HGDP00009
chr1	204968000	204986000	0.89646	HGDP00013
chr1	210607000	210628000	0.6154	HGDP00023
chr1	213472000	213519000	0.90064	HGDP00021
chr1	214278000	214357000	0.8765	HGDP00043
chr1	232559000	232583000	0.91713	HGDP00017
chr1	234755000	234789000	0.79473	HGDP00039
chr1	234913000	234937000	0.89473	HGDP00023
chr1	234942000	234980000	0.88969	HGDP00033
chr1	236465000	236491000	0.7571	HGDP00029
chr1	238539000	238571000	0.94436	HGDP00013
chr1	238613000	238658000	0.88497	HGDP00013
chr1	238692000	238769000	0.95871	HGDP00013
chr1	239626000	239684000	0.96521	HGDP00013
chr1	240125000	240139000	0.82368	HGDP00021
chr1	240203000	240362000	0.95072	HGDP00009
chr1	241319000	241338000	0.83205	HGDP00013
chr1	242094000	242254000	0.9371	HGDP00047
chr10	1930000	1965000	0.93577	HGDP00031
chr10	2095000	2119000	0.85654	HGDP00049
chr10	2228000	2397000	0.96193	HGDP00031
chr10	3231000	3242000	0.86002	HGDP00019
chr10	4397000	4488000	0.96422	HGDP00011
chr10	4626000	4655000	0.79438	HGDP00001
chr10	7197000	7294000	0.91472	HGDP00027
chr10	7859000	7937000	0.95688	HGDP00047
chr10	8085000	8321000	0.97237	HGDP00045
chr10	10387000	10487000	0.93574	HGDP00001
chr10	10639000	10809000	0.97763	HGDP00005
chr10	13209000	13269000	0.90096	HGDP00013
chr10	17305000	17503000	0.97827	HGDP00011
chr10	25332000	25414000	0.90126	HGDP00001
chr10	26637000	26700000	0.94223	HGDP00039
chr10	30013000	30118000	0.92037	HGDP00045
chr10	33672000	33686000	0.6694	HGDP00035
chr10	43732000	43782000	0.86378	HGDP00029
chr10	50891000	50977000	0.95803	HGDP00035
chr10	51765000	51823000	0.94709	HGDP00029
chr10	55183000	55227000	0.86231	HGDP00005
chr10	55425000	55474000	0.96418	HGDP00047
