chr1	1586000	1625000	0.95855	HGDP01249
chr1	1948000	1991000	0.93834	HGDP01244
chr1	2098000	2131000	0.92587	HGDP01246
chr1	2859000	2875000	0.89496	HGDP01250
chr1	2985000	3017000	0.93379	HGDP01245
chr1	3141000	3148000	0.8395	HGDP01245
chr1	3187000	3197000	0.87808	HGDP01245
chr1	3233000	3326000	0.97248	HGDP01243
chr1	3469000	3541000	0.86211	HGDP01247
chr1	3626000	3631000	0.54597	HGDP01250
chr1	3664000	3760000	0.98437	HGDP01246
chr1	3889000	3918000	0.93425	HGDP01245
chr1	3966000	4051000	0.96925	HGDP01250
chr1	4126000	4185000	0.97327	HGDP01247
chr1	4511000	4549000	0.93264	HGDP01247
chr1	4961000	4978000	0.91252	HGDP01245
chr1	5134000	5193000	0.94598	HGDP01243
chr1	5223000	5257000	0.90496	HGDP01251
chr1	6094000	6132000	0.93765	HGDP01249
chr1	7429000	7451000	0.89993	HGDP01250
chr1	9461000	9483000	0.89727	HGDP01246
chr1	9498000	9502000	0.51941	HGDP01247
chr1	10625000	10686000	0.86172	HGDP01247
chr1	10847000	10867000	0.90432	HGDP01248
chr1	11723000	11802000	0.96884	HGDP01251
chr1	12087000	12114000	0.88969	HGDP01248
chr1	12725000	12787000	0.91786	HGDP01246
chr1	13337000	13609000	0.93439	HGDP01250
chr1	13833000	13845000	0.55858	HGDP01244
chr1	13924000	13953000	0.84872	HGDP01244
chr1	13984000	14060000	0.89037	HGDP01248
chr1	14303000	14380000	0.93498	HGDP01247
chr1	14390000	14548000	0.97174	HGDP01251
chr1	14655000	14739000	0.94015	HGDP01244
chr1	14966000	15004000	0.81913	HGDP01243
chr1	15075000	15110000	0.83615	HGDP01249
chr1	15234000	15325000	0.89062	HGDP01251
chr1	16205000	16262000	0.86814	HGDP01248
chr1	16391000	16439000	0.8705	HGDP01248
chr1	17197000	17214000	0.62364	HGDP01250
chr1	17505000	17513000	0.53854	HGDP01246
chr1	17517000	17583000	0.86864	HGDP01249
chr1	17794000	17827000	0.76581	HGDP01251
chr1	18002000	18090000	0.97605	HGDP01244
chr1	18095000	18155000	0.96223	HGDP01250
chr1	18727000	18745000	0.87013	HGDP01247
chr1	18914000	19062000	0.97281	HGDP01249
chr1	19474000	19485000	0.69931	HGDP01247
chr1	19923000	19978000	0.97436	HGDP01245
chr1	20040000	20115000	0.95214	HGDP01248
chr1	29488000	29502000	0.64517	HGDP01248
chr1	30763000	30784000	0.87224	HGDP01249
chr1	30842000	30868000	0.93612	HGDP01250
chr1	31096000	31168000	0.96476	HGDP01246
chr1	31231000	31435000	0.98989	HGDP01243
chr1	31556000	31580000	0.92881	HGDP01245
chr1	32758000	32895000	0.96858	HGDP01249
chr1	33271000	33315000	0.7871	HGDP01244
chr1	33557000	33581000	0.92438	HGDP01251
chr1	33710000	33743000	0.77935	HGDP01244
chr1	33791000	33900000	0.96325	HGDP01247
chr1	33961000	34080000	0.93733	HGDP01249
chr1	34597000	34616000	0.91573	HGDP01249
chr1	34697000	34729000	0.91153	HGDP01251
chr1	36397000	36512000	0.97675	HGDP01247
chr1	36553000	36582000	0.86593	HGDP01247
chr1	36600000	36622000	0.69224	HGDP01248
chr1	36796000	36817000	0.58081	HGDP01249
chr1	36955000	36967000	0.60172	HGDP01245
chr1	37059000	37083000	0.87184	HGDP01243
chr1	37084000	37122000	0.944	HGDP01248
chr1	37309000	37349000	0.96189	HGDP01245
chr1	37349000	37389000	0.95848	HGDP01249
chr1	38192000	38207000	0.72769	HGDP01246
chr1	38274000	38285000	0.53419	HGDP01244
chr1	38364000	38408000	0.75978	HGDP01247
chr1	38515000	38581000	0.97004	HGDP01247
chr1	38741000	38749000	0.52942	HGDP01251
chr1	38780000	38826000	0.91771	HGDP01250
chr1	38870000	38898000	0.88235	HGDP01246
chr1	38979000	39065000	0.88389	HGDP01248
chr1	39591000	39680000	0.9085	HGDP01244
chr1	39708000	39794000	0.9677	HGDP01248
chr1	39846000	39882000	0.75207	HGDP01250
chr1	39973000	40622000	0.95156	HGDP01244
chr1	40857000	40866000	0.65073	HGDP01243
chr1	40990000	41363000	0.97909	HGDP01248
chr1	41416000	41489000	0.95675	HGDP01250
chr1	42335000	42371000	0.92156	HGDP01248
chr1	43056000	43228000	0.89237	HGDP01246
chr1	43278000	43484000	0.95918	HGDP01251
chr1	43521000	43573000	0.91185	HGDP01244
chr1	44141000	44401000	0.95491	HGDP01247
chr1	46430000	46746000	0.99204	HGDP01249
chr1	46777000	47152000	0.94469	HGDP01247
chr1	47694000	47724000	0.84751	HGDP01251
chr1	47812000	47868000	0.9638	HGDP01246
chr1	48215000	48348000	0.92262	HGDP01249
chr1	48386000	48591000	0.97443	HGDP01249
chr1	51803000	52147000	0.96835	HGDP01247
chr1	52167000	52379000	0.92561	HGDP01247
chr1	52439000	52598000	0.93645	HGDP01247
chr1	52662000	52736000	0.78209	HGDP01249
chr1	53087000	53160000	0.93296	HGDP01245
chr1	53402000	53475000	0.95459	HGDP01246
chr1	53843000	53901000	0.97152	HGDP01249
chr1	54308000	54348000	0.90362	HGDP01247
chr1	54467000	54504000	0.90295	HGDP01246
chr1	54533000	54550000	0.74748	HGDP01245
chr1	54570000	54711000	0.96928	HGDP01250
chr1	54746000	54780000	0.77705	HGDP01249
chr1	55024000	55048000	0.85456	HGDP01251
chr1	55263000	55275000	0.85634	HGDP01250
chr1	55275000	55329000	0.94626	HGDP01245
chr1	55777000	55853000	0.89435	HGDP01243
chr1	55871000	55978000	0.95089	HGDP01243
chr1	56285000	56314000	0.86341	HGDP01244
chr1	56432000	56498000	0.87892	HGDP01247
chr1	56579000	56635000	0.92219	HGDP01246
chr1	56652000	56709000	0.93306	HGDP01246
chr1	56789000	56810000	0.86254	HGDP01251
chr1	57469000	57533000	0.9201	HGDP01244
chr1	57985000	58032000	0.86766	HGDP01245
chr1	58452000	58472000	0.8401	HGDP01243
chr1	58516000	58622000	0.96545	HGDP01249
chr1	58749000	58831000	0.86299	HGDP01250
chr1	67649000	67759000	0.9528	HGDP01244
chr1	79031000	79083000	0.91431	HGDP01251
chr1	79113000	79337000	0.95838	HGDP01244
chr1	79566000	79661000	0.92445	HGDP01249
chr1	79696000	79748000	0.9355	HGDP01249
chr1	80214000	80259000	0.82068	HGDP01251
chr1	80265000	80308000	0.88508	HGDP01245
chr1	81010000	81078000	0.86791	HGDP01249
chr1	81117000	81304000	0.9292	HGDP01250
chr1	82098000	82334000	0.96486	HGDP01244
chr1	82420000	82446000	0.94921	HGDP01250
chr1	82588000	82640000	0.87613	HGDP01251
chr1	82987000	83001000	0.84463	HGDP01248
chr1	84628000	84747000	0.9789	HGDP01249
chr1	84868000	84912000	0.86671	HGDP01246
chr1	85270000	85405000	0.9482	HGDP01251
chr1	85414000	85510000	0.84218	HGDP01251
chr1	85986000	86460000	0.98778	HGDP01247
chr1	88258000	88367000	0.96104	HGDP01246
chr1	97250000	97310000	0.88595	HGDP01243
chr1	104676000	104755000	0.95621	HGDP01243
chr1	113386000	113528000	0.97703	HGDP01247
chr1	152910000	153055000	0.93585	HGDP01247
chr1	153170000	153209000	0.9234	HGDP01245
chr1	153295000	153359000	0.96736	HGDP01250
chr1	159290000	159538000	0.98457	HGDP01245
chr1	160020000	160035000	0.87934	HGDP01248
chr1	160152000	160169000	0.86401	HGDP01251
chr1	160433000	160464000	0.89289	HGDP01247
chr1	160512000	160541000	0.7799	HGDP01247
chr1	160576000	160642000	0.96907	HGDP01246
chr1	160707000	160744000	0.91167	HGDP01251
chr1	161262000	161423000	0.96115	HGDP01243
chr1	161701000	161746000	0.87744	HGDP01251
chr1	162365000	162384000	0.88746	HGDP01251
chr1	162611000	162632000	0.7238	HGDP01243
chr1	162917000	162958000	0.83527	HGDP01247
chr1	163077000	163144000	0.95668	HGDP01243
chr1	163498000	163533000	0.8474	HGDP01251
chr1	164111000	164284000	0.93184	HGDP01246
chr1	164436000	164476000	0.73567	HGDP01246
chr1	164591000	164630000	0.89009	HGDP01251
chr1	164762000	164833000	0.96598	HGDP01245
chr1	165051000	165134000	0.89007	HGDP01246
chr1	165162000	165214000	0.97377	HGDP01251
chr1	165322000	165410000	0.96823	HGDP01251
chr1	165556000	165587000	0.87619	HGDP01245
chr1	165711000	165811000	0.9386	HGDP01248
chr1	165853000	165938000	0.93913	HGDP01243
chr1	166086000	166197000	0.98707	HGDP01243
chr1	166393000	166491000	0.97607	HGDP01249
chr1	167863000	168074000	0.95592	HGDP01244
chr1	168124000	168144000	0.84937	HGDP01244
chr1	169746000	169780000	0.90323	HGDP01248
chr1	170227000	170256000	0.76375	HGDP01245
chr1	170614000	170674000	0.79636	HGDP01243
chr1	175315000	175419000	0.87899	HGDP01251
chr1	175682000	175699000	0.81597	HGDP01248
chr1	177810000	177923000	0.98643	HGDP01246
chr1	180598000	180644000	0.64498	HGDP01243
chr1	180664000	180819000	0.8829	HGDP01243
chr1	181321000	181344000	0.8808	HGDP01243
chr1	183314000	183428000	0.94792	HGDP01244
chr1	184651000	184983000	0.97113	HGDP01251
chr1	185172000	185425000	0.92962	HGDP01249
chr1	186280000	186837000	0.97523	HGDP01250
chr1	189550000	189779000	0.91291	HGDP01243
chr1	191462000	191957000	0.97752	HGDP01249
chr1	194634000	194705000	0.93148	HGDP01250
chr1	194812000	194829000	0.82881	HGDP01246
chr1	202851000	202970000	0.96243	HGDP01246
chr1	203479000	203620000	0.8621	HGDP01250
chr1	204025000	204053000	0.8475	HGDP01248
chr1	204960000	205003000	0.93125	HGDP01245
chr1	205359000	205419000	0.98046	HGDP01246
chr1	205514000	205576000	0.77156	HGDP01243
chr1	205948000	205964000	0.84482	HGDP01243
chr1	206063000	206110000	0.94676	HGDP01247
chr1	206871000	206973000	0.95901	HGDP01250
chr1	208026000	208084000	0.91737	HGDP01244
chr1	208220000	208361000	0.94514	HGDP01251
chr1	208377000	208446000	0.95806	HGDP01250
chr1	208607000	208658000	0.90229	HGDP01248
chr1	208683000	208824000	0.9786	HGDP01245
chr1	209374000	209524000	0.98705	HGDP01245
chr1	209531000	209599000	0.95543	HGDP01248
chr1	209644000	209773000	0.97493	HGDP01250
chr1	209789000	209824000	0.84474	HGDP01251
chr1	209856000	209924000	0.93538	HGDP01243
chr1	210287000	210305000	0.83711	HGDP01243
chr1	210367000	210411000	0.94039	HGDP01246
chr1	210459000	210548000	0.93927	HGDP01245
chr1	210628000	210643000	0.85444	HGDP01248
chr1	211047000	211202000	0.9797	HGDP01251
chr1	212012000	212074000	0.73881	HGDP01247
chr1	212173000	212634000	0.98565	HGDP01248
chr1	212692000	212918000	0.97703	HGDP01250
chr1	212933000	212952000	0.74169	HGDP01248
chr1	212985000	212994000	0.54036	HGDP01245
chr1	213021000	213354000	0.89207	HGDP01250
chr1	213481000	213509000	0.94881	HGDP01247
chr1	213529000	213582000	0.92712	HGDP01243
chr1	213590000	213608000	0.85434	HGDP01244
chr1	213608000	213739000	0.9727	HGDP01248
chr1	213774000	213826000	0.72374	HGDP01248
chr1	213988000	214013000	0.89074	HGDP01248
chr1	214259000	214357000	0.91626	HGDP01244
chr1	214368000	214401000	0.82016	HGDP01250
chr1	214866000	214918000	0.9099	HGDP01246
chr1	215739000	215820000	0.95739	HGDP01246
chr1	216035000	216060000	0.76207	HGDP01243
chr1	216106000	216199000	0.93489	HGDP01245
chr1	216229000	216259000	0.91727	HGDP01245
chr1	216374000	216453000	0.90384	HGDP01248
chr1	216555000	216649000	0.95379	HGDP01250
chr1	216651000	216764000	0.93784	HGDP01247
chr1	216800000	216822000	0.71218	HGDP01250
chr1	216837000	216870000	0.57842	HGDP01250
chr1	216875000	216876000	0.50004	HGDP01250
chr1	216882000	216895000	0.51187	HGDP01250
chr1	216937000	217065000	0.96491	HGDP01243
chr1	217103000	217181000	0.96241	HGDP01246
chr1	218587000	218640000	0.9091	HGDP01250
chr1	218779000	218832000	0.9268	HGDP01244
chr1	219769000	219895000	0.9106	HGDP01243
chr1	219909000	219981000	0.82607	HGDP01245
chr1	220285000	220361000	0.96079	HGDP01244
chr1	220537000	220619000	0.98154	HGDP01251
chr1	220710000	220770000	0.97708	HGDP01249
